Collision Year,Collision Date & Time,Location Type,Location Description,Traffic Control,Pedestrians Involved,Vehicles Involved,Cyclists Involved,Minor Injuries,Major Injuries,Fatalities,Property Damage Only
2023,2023-06-09 16:26,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,0,2,0,2,1,1,N
2023,2023-06-09 16:32,Midblock,170 St NW between Whitemud Dr & Jasper Ave,School Zone,1,3,0,0,0,0,Y
2023,2023-06-09 18:32,Midblock,118 Ave NW between 82 St & 97 St,No Control,0,3,1,0,0,0,Y
2023,2023-06-11 15:51,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,School Zone,0,2,0,2,0,0,N
2023,2023-06-11 17:12,Intersection,23 Ave & 91 St NW,Stop Sign,0,4,0,0,0,0,Y
2023,2023-06-12 06:04,Intersection,Anthony Henday Dr & 66 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-06-13 11:46,Intersection,Jasper Ave & 109 St NW,Stop Sign,0,2,2,0,1,1,N
2023,2023-06-14 11:23,Midblock,Fort Rd NW between 118 Ave & 137 Ave,Pedestrian Crosswalk Signal,0,2,0,1,0,0,N
2023,2023-06-14 18:59,Intersection,Kingsway Ave & 109 St NW,Stop Sign,0,1,0,1,0,0,N
2023,2023-06-15 07:36,Intersection,Jasper Ave & 109 St NW,No Control,0,3,0,0,0,0,Y
2023,2023-06-15 07:58,Intersection,107 Ave & 156 St NW,Yield Sign,1,4,1,1,0,0,N
2023,2023-06-18 13:38,Intersection,Terwillegar Dr & 23 Ave SW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-06-18 17:37,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,1,0,0,0,Y
2023,2023-06-18 19:18,Intersection,34 Ave & 91 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-06-18 22:05,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,1,2,0,0,0,0,Y
2023,2023-06-19 13:04,Intersection,Stony Plain Rd & 149 St NW,Stop Sign,0,5,0,0,0,0,Y
2023,2023-06-19 20:59,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,1,2,0,1,0,0,N
2023,2023-06-20 08:08,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,1,2,0,2,1,0,N
2023,2023-06-20 12:48,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,2,0,0,0,Y
2023,2023-06-20 13:46,Midblock,Stony Plain Rd NW between 149 St & 163 St,School Zone,0,4,0,3,0,0,N
2023,2023-06-20 20:43,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-06-21 15:48,Intersection,34 Ave & 91 St NW,Traffic Signal,1,3,1,1,0,0,N
2023,2023-06-22 16:15,Intersection,Jasper Ave & 109 St NW,Stop Sign,0,3,0,2,0,0,N
2023,2023-06-22 18:43,Intersection,Anthony Henday Dr & 66 St NW,No Control,0,5,1,0,0,0,Y
2023,2023-06-23 07:49,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,3,0,1,0,0,N
2023,2023-06-23 14:22,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-06-24 10:12,Intersection,Whyte Ave & 99 St NW,No Control,0,4,0,0,0,0,Y
2023,2023-06-24 11:16,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,1,2,0,2,1,1,N
2023,2023-06-25 07:45,Intersection,23 Ave & 91 St NW,Traffic Signal,0,3,0,0,3,0,N
2023,2023-06-25 17:59,Midblock,Whitemud Dr NW between 91 St & 119 St,Pedestrian Crosswalk Signal,0,3,0,0,0,0,Y
2023,2023-06-25 18:11,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,2,0,0,1,0,N
2023,2023-06-26 13:44,Intersection,118 Ave & 82 St NW,No Control,0,2,1,0,0,0,Y
2023,2023-06-27 02:16,Intersection,137 Ave & 97 St NW,Stop Sign,0,3,0,4,0,0,N
2023,2023-06-27 17:40,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,0,3,0,1,0,0,N
2023,2023-07-01 13:24,Intersection,Fort Rd & 118 Ave NW,No Control,2,2,1,2,0,0,N
2023,2023-07-01 15:23,Intersection,Anthony Henday Dr & 66 St NW,No Control,0,3,0,0,0,0,Y
2023,2023-07-01 16:13,Midblock,Stony Plain Rd NW between 149 St & 163 St,Pedestrian Crosswalk Signal,1,4,1,1,0,0,N
2023,2023-07-02 19:41,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,0,0,0,Y
2023,2023-07-04 14:16,Intersection,Anthony Henday Dr & 66 St NW,Yield Sign,0,2,0,1,0,0,N
2023,2023-07-04 16:42,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,2,0,0,0,0,Y
2023,2023-07-06 07:39,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,1,0,1,2,0,N
2023,2023-07-06 08:26,Intersection,Gateway Blvd & 23 Ave NW,Traffic Signal,0,2,0,1,0,0,N
2023,2023-07-06 08:55,Intersection,Fort Rd & 118 Ave NW,Traffic Signal,0,3,0,3,0,0,N
2023,2023-07-06 15:11,Midblock,170 St NW between Whitemud Dr & Jasper Ave,Pedestrian Crosswalk Signal,1,3,0,2,0,0,N
2023,2023-07-07 05:28,Intersection,137 Ave & 97 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-07-07 15:29,Intersection,Fort Rd & 118 Ave NW,No Control,0,2,0,0,0,0,Y
2023,2023-07-07 18:23,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,0,5,0,1,0,0,N
2023,2023-07-07 18:55,Intersection,Manning Dr & 137 Ave NW,Stop Sign,2,2,2,0,0,1,N
2023,2023-07-07 19:28,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,5,0,0,0,0,Y
2023,2023-07-08 07:16,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,2,0,2,0,0,N
2023,2023-07-08 15:35,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-07-08 16:10,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-07-08 18:42,Intersection,Calgary Trail & 51 Ave NW,Stop Sign,0,2,1,0,0,0,Y
2023,2023-07-09 15:38,Intersection,118 Ave & 82 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-07-10 17:47,Intersection,Kingsway Ave & 109 St NW,No Control,0,5,0,1,0,0,N
2023,2023-07-12 13:09,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,3,1,0,0,0,Y
2023,2023-07-13 18:06,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,2,3,0,0,0,0,Y
2023,2023-07-13 18:13,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,0,2,0,2,1,0,N
2023,2023-07-14 18:55,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,Pedestrian Crosswalk Signal,0,1,0,0,0,0,Y
2023,2023-07-14 19:18,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,0,1,1,0,N
2023,2023-07-15 08:38,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,1,2,0,2,0,0,N
2023,2023-07-15 08:42,Intersection,Jasper Ave & 124 St NW,Traffic Signal,0,1,0,1,0,0,N
2023,2023-07-16 07:19,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,0,2,0,0,0,0,Y
2023,2023-07-16 19:23,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,5,1,0,0,0,Y
2023,2023-07-17 16:06,Intersection,Whitemud Dr & 91 St NW,Yield Sign,0,3,1,0,0,0,Y
2023,2023-07-18 14:08,Midblock,Whitemud Dr NW between 91 St & 119 St,No Control,2,2,0,2,0,1,N
2023,2023-07-18 17:01,Intersection,Yellowhead Trail & 97 St NW,No Control,0,4,0,0,0,0,Y
2023,2023-07-19 14:00,Midblock,82 Ave NW between Gateway Blvd & 109 St,School Zone,0,3,0,1,0,0,N
2023,2023-07-19 17:06,Intersection,34 Ave & 91 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-07-19 20:16,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-07-20 07:21,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,Pedestrian Crosswalk Signal,0,4,0,1,1,0,N
2023,2023-07-20 07:27,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,3,1,0,0,0,Y
2023,2023-07-20 15:19,Intersection,137 Ave & 97 St NW,Stop Sign,0,2,0,4,0,0,N
2023,2023-07-21 15:09,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,3,0,1,0,0,N
2023,2023-07-21 15:41,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,0,2,0,0,0,0,Y
2023,2023-07-21 17:43,Intersection,23 Ave & 91 St NW,No Control,0,3,2,3,0,0,N
2023,2023-07-21 22:23,Intersection,Anthony Henday Dr & 66 St NW,No Control,0,3,0,0,0,0,Y
2023,2023-07-23 01:24,Intersection,34 Ave & 91 St NW,Yield Sign,0,3,0,0,0,0,Y
2023,2023-07-23 14:25,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,1,3,0,0,0,0,Y
2023,2023-07-23 17:22,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,0,0,0,Y
2023,2023-07-24 08:48,Intersection,Manning Dr & 137 Ave NW,No Control,0,3,2,1,0,0,N
2023,2023-07-24 11:25,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,Pedestrian Crosswalk Signal,1,4,0,1,0,0,N
2023,2023-07-24 14:00,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,0,2,0,0,0,0,Y
2023,2023-07-24 21:43,Intersection,Stony Plain Rd & 149 St NW,Stop Sign,0,2,0,0,1,0,N
2023,2023-07-26 09:39,Intersection,34 Ave & 91 St NW,Yield Sign,0,4,0,1,0,0,N
2023,2023-07-26 15:50,Intersection,Whitemud Dr & 91 St NW,Stop Sign,1,2,0,0,0,0,Y
2023,2023-07-27 08:09,Intersection,Kingsway Ave & 109 St NW,Stop Sign,0,2,1,0,0,0,Y
2023,2023-07-27 12:49,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,1,0,0,0,0,Y
2023,2023-07-27 16:11,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,2,0,0,0,0,Y
2023,2023-07-27 17:54,Intersection,Yellowhead Trail & 97 St NW,Stop Sign,1,2,0,1,0,0,N
2023,2023-08-01 17:54,Midblock,118 Ave NW between 82 St & 97 St,No Control,0,2,1,0,0,0,Y
2023,2023-08-02 09:50,Intersection,137 Ave & 97 St NW,Traffic Signal,0,2,0,1,0,0,N
2023,2023-08-04 02:52,Intersection,Whyte Ave & 99 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-08-04 06:23,Intersection,118 Ave & 82 St NW,Traffic Signal,1,3,0,0,0,0,Y
2023,2023-08-04 15:05,Intersection,Gateway Blvd & 23 Ave NW,Traffic Signal,0,2,2,0,1,0,N
2023,2023-08-05 17:54,Intersection,Groat Rd & Valleyview Dr NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-08-05 17:54,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,0,3,0,0,0,0,Y
2023,2023-08-06 08:20,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,0,0,0,Y
2023,2023-08-06 12:23,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-08-06 12:43,Intersection,Jasper Ave & 109 St NW,Yield Sign,0,2,0,1,0,0,N
2023,2023-08-06 18:18,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,3,2,1,1,0,1,N
2023,2023-08-07 14:53,Intersection,Yellowhead Trail & 97 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-08-07 17:08,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,0,3,1,0,0,0,Y
2023,2023-08-10 06:39,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,No Control,0,3,0,2,0,0,N
2023,2023-08-12 21:09,Intersection,107 Ave & 156 St NW,Yield Sign,0,2,0,0,0,0,Y
2023,2023-08-13 04:13,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,2,0,2,0,0,N
2023,2023-08-13 07:38,Intersection,23 Ave & 91 St NW,Yield Sign,0,2,0,0,0,0,Y
2023,2023-08-13 13:52,Midblock,82 Ave NW between Gateway Blvd & 109 St,Pedestrian Crosswalk Signal,0,2,1,1,0,0,N
2023,2023-08-13 21:43,Intersection,Groat Rd & Valleyview Dr NW,Stop Sign,0,1,0,0,0,0,Y
2023,2023-08-14 11:08,Intersection,107 Ave & 156 St NW,Traffic Signal,0,4,0,1,0,0,N
2023,2023-08-14 15:41,Intersection,Whyte Ave & 99 St NW,No Control,2,2,0,1,2,1,N
2023,2023-08-15 15:25,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,3,1,0,0,0,Y
2023,2023-08-15 16:13,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,1,3,0,1,1,1,N
2023,2023-08-15 18:45,Intersection,Gateway Blvd & 23 Ave NW,Yield Sign,0,4,0,0,0,0,Y
2023,2023-08-17 15:29,Intersection,Stony Plain Rd & 149 St NW,No Control,0,3,0,0,1,0,N
2023,2023-08-18 22:20,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,0,2,0,0,0,0,Y
2023,2023-08-19 03:54,Intersection,Yellowhead Trail & 97 St NW,Stop Sign,0,4,0,0,0,0,Y
2023,2023-08-20 15:23,Intersection,34 Ave & 91 St NW,Stop Sign,1,5,0,1,0,0,N
2023,2023-08-21 17:36,Intersection,Anthony Henday Dr & 66 St NW,Stop Sign,0,2,0,2,0,0,N
2023,2023-08-22 03:54,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-08-22 14:49,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-08-23 18:00,Intersection,Yellowhead Trail & 97 St NW,Stop Sign,0,3,0,0,0,0,Y
2023,2023-08-23 18:37,Intersection,Fort Rd & 118 Ave NW,No Control,0,3,0,3,0,0,N
2023,2023-08-24 02:36,Intersection,Stony Plain Rd & 149 St NW,Yield Sign,0,2,1,3,0,0,N
2023,2023-08-24 13:51,Intersection,34 Ave & 91 St NW,Stop Sign,0,4,0,1,0,0,N
2023,2023-08-25 00:35,Intersection,Anthony Henday Dr & 66 St NW,Yield Sign,0,2,0,2,0,0,N
2023,2023-08-27 05:46,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,1,2,0,2,2,0,N
2023,2023-08-27 18:35,Intersection,Calgary Trail & 51 Ave NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-08-27 23:10,Intersection,Stony Plain Rd & 149 St NW,Stop Sign,0,3,2,0,0,0,Y
2023,2023-09-01 10:51,Intersection,Stony Plain Rd & 149 St NW,Traffic Signal,0,2,0,4,1,0,N
2023,2023-09-01 14:55,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,0,1,1,2,0,0,N
2023,2023-09-01 16:07,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,1,1,0,0,0,Y
2023,2023-09-01 20:16,Midblock,118 Ave NW between 82 St & 97 St,School Zone,0,1,0,0,0,0,Y
2023,2023-09-02 18:19,Intersection,Jasper Ave & 109 St NW,Yield Sign,1,2,0,2,0,0,N
2023,2023-09-03 22:32,Intersection,Jasper Ave & 124 St NW,Stop Sign,2,3,0,0,0,0,Y
2023,2023-09-05 10:11,Intersection,Gateway Blvd & 23 Ave NW,Yield Sign,0,3,0,0,0,0,Y
2023,2023-09-06 09:44,Intersection,Fort Rd & 118 Ave NW,Yield Sign,2,3,0,3,0,0,N
2023,2023-09-06 12:31,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,2,1,0,0,0,Y
2023,2023-09-07 14:50,Intersection,Kingsway Ave & 109 St NW,Traffic Signal,0,3,0,1,0,0,N
2023,2023-09-07 19:46,Intersection,Jasper Ave & 109 St NW,Traffic Signal,0,3,0,1,0,0,N
2023,2023-09-08 20:47,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,0,4,0,3,0,0,N
2023,2023-09-09 05:09,Intersection,Whitemud Dr & 170 St NW,Yield Sign,1,2,1,0,0,0,Y
2023,2023-09-09 12:10,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,1,4,0,0,0,0,Y
2023,2023-09-11 09:37,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,1,2,0,2,0,0,N
2023,2023-09-12 08:41,Intersection,Jasper Ave & 109 St NW,No Control,1,2,0,0,0,0,Y
2023,2023-09-14 21:02,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,1,2,0,2,0,0,N
2023,2023-09-15 10:38,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,0,2,0,0,0,0,Y
2023,2023-09-15 11:00,Intersection,118 Ave & 82 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-09-15 16:10,Intersection,Stony Plain Rd & 149 St NW,Yield Sign,0,2,0,0,0,0,Y
2023,2023-09-15 17:10,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,3,0,0,0,0,Y
2023,2023-09-16 10:43,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,0,3,0,0,0,0,Y
2023,2023-09-17 18:29,Midblock,118 Ave NW between 82 St & 97 St,School Zone,1,1,0,0,0,0,Y
2023,2023-09-18 16:10,Intersection,Groat Rd & Valleyview Dr NW,Traffic Signal,0,2,0,1,0,0,N
2023,2023-09-18 18:47,Intersection,Anthony Henday Dr & 66 St NW,Traffic Signal,0,3,0,1,0,0,N
2023,2023-09-18 20:04,Midblock,Whitemud Dr NW between 91 St & 119 St,Pedestrian Crosswalk Signal,0,2,0,1,0,0,N
2023,2023-09-18 22:02,Intersection,Stony Plain Rd & 149 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-09-19 10:34,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,1,1,0,0,0,0,Y
2023,2023-09-20 00:27,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,2,1,0,0,0,Y
2023,2023-09-20 13:48,Intersection,34 Ave & 91 St NW,Traffic Signal,0,3,1,0,1,0,N
2023,2023-09-21 19:22,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,2,0,1,0,0,N
2023,2023-09-21 21:16,Intersection,Kingsway Ave & 109 St NW,No Control,1,2,0,1,0,0,N
2023,2023-09-22 10:40,Intersection,Calgary Trail & 51 Ave NW,No Control,0,3,0,1,0,0,N
2023,2023-09-22 12:50,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,3,0,2,0,0,N
2023,2023-09-23 07:17,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,2,0,0,0,0,Y
2023,2023-09-23 08:08,Intersection,118 Ave & 82 St NW,No Control,0,3,0,0,0,0,Y
2023,2023-09-23 19:14,Intersection,Terwillegar Dr & 23 Ave SW,Yield Sign,0,2,0,0,0,0,Y
2023,2023-09-24 17:13,Intersection,137 Ave & 97 St NW,Stop Sign,2,3,0,1,0,0,N
2023,2023-09-25 06:58,Intersection,Jasper Ave & 124 St NW,Yield Sign,1,3,0,1,0,0,N
2023,2023-09-25 23:31,Intersection,23 Ave & 91 St NW,Stop Sign,1,1,0,0,0,0,Y
2023,2023-09-26 11:23,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,0,2,0,0,0,0,Y
2023,2023-09-27 12:52,Intersection,Fort Rd & 118 Ave NW,Traffic Signal,0,3,0,1,0,0,N
2023,2023-09-28 17:43,Midblock,82 Ave NW between Gateway Blvd & 109 St,Pedestrian Crosswalk Signal,0,3,0,1,0,0,N
2023,2023-10-01 08:02,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,2,2,0,2,0,0,N
2023,2023-10-01 13:22,Intersection,Jasper Ave & 109 St NW,Stop Sign,0,2,1,1,0,0,N
2023,2023-10-02 09:01,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,2,0,1,0,0,N
2023,2023-10-02 18:01,Intersection,Whitemud Dr & 170 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-10-03 20:00,Intersection,Calgary Trail & 51 Ave NW,No Control,0,3,1,0,0,0,Y
2023,2023-10-03 20:33,Intersection,137 Ave & 97 St NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-10-04 14:39,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,5,0,0,0,0,Y
2023,2023-10-06 16:31,Intersection,34 Ave & 91 St NW,Stop Sign,0,1,0,0,0,0,Y
2023,2023-10-06 20:03,Midblock,118 Ave NW between 82 St & 97 St,No Control,0,2,0,0,0,0,Y
2023,2023-10-07 00:21,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,1,3,2,1,1,0,N
2023,2023-10-07 12:08,Intersection,Whyte Ave & 99 St NW,Traffic Signal,0,2,1,0,0,0,Y
2023,2023-10-07 17:24,Midblock,Yellowhead Trail NW between 97 St & 82 St,Pedestrian Crosswalk Signal,0,4,1,0,2,0,N
2023,2023-10-09 05:35,Intersection,Jasper Ave & 124 St NW,Stop Sign,1,3,1,2,2,1,N
2023,2023-10-09 09:16,Intersection,Stony Plain Rd & 149 St NW,Stop Sign,0,2,2,0,0,0,Y
2023,2023-10-10 15:54,Intersection,Whitemud Dr & 91 St NW,Traffic Signal,0,2,0,1,0,0,N
2023,2023-10-10 16:42,Intersection,Terwillegar Dr & 23 Ave SW,Traffic Signal,0,2,0,1,0,0,N
2023,2023-10-10 18:25,Midblock,Anthony Henday Dr NW near 23 Ave,Pedestrian Crosswalk Signal,0,3,0,0,0,0,Y
2023,2023-10-11 19:09,Intersection,Gateway Blvd & 23 Ave NW,Traffic Signal,1,2,0,0,0,0,Y
2023,2023-10-11 19:13,Midblock,118 Ave NW between 82 St & 97 St,No Control,3,2,0,0,0,0,Y
2023,2023-10-14 14:41,Intersection,Groat Rd & Valleyview Dr NW,Yield Sign,0,3,0,0,0,0,Y
2023,2023-10-14 15:46,Intersection,Stony Plain Rd & 149 St NW,Stop Sign,0,3,0,0,1,0,N
2023,2023-10-15 19:13,Intersection,Jasper Ave & 109 St NW,Yield Sign,0,2,0,4,0,0,N
2023,2023-10-16 10:19,Midblock,Groat Rd NW between River Valley Rd & 107 Ave,No Control,0,2,0,2,2,1,N
2023,2023-10-18 19:08,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,2,3,0,0,0,0,Y
2023,2023-10-19 08:20,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,0,1,0,2,0,0,N
2023,2023-10-19 13:10,Intersection,Jasper Ave & 124 St NW,Traffic Signal,2,2,0,2,1,0,N
2023,2023-10-19 20:18,Intersection,Calgary Trail & 51 Ave NW,Traffic Signal,1,2,0,0,0,0,Y
2023,2023-10-20 08:00,Intersection,118 Ave & 82 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-10-20 11:32,Intersection,Anthony Henday Dr & 66 St NW,Yield Sign,0,2,0,1,0,0,N
2023,2023-10-21 05:37,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,0,2,0,2,1,0,N
2023,2023-10-21 15:36,Intersection,23 Ave & 91 St NW,Stop Sign,0,3,2,1,0,0,N
2023,2023-10-21 18:21,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,0,1,0,1,1,0,N
2023,2023-10-22 14:11,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,3,0,0,0,0,Y
2023,2023-10-22 15:38,Midblock,Yellowhead Trail NW between 97 St & 82 St,No Control,0,4,0,0,0,0,Y
2023,2023-10-24 20:35,Intersection,23 Ave & 91 St NW,Traffic Signal,1,1,0,0,0,0,Y
2023,2023-10-25 07:33,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,1,3,0,0,0,0,Y
2023,2023-10-26 12:09,Intersection,Jasper Ave & 124 St NW,Traffic Signal,0,4,0,2,0,0,N
2023,2023-10-26 15:38,Midblock,82 Ave NW between Gateway Blvd & 109 St,No Control,3,3,0,1,0,0,N
2023,2023-10-26 19:25,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,0,2,0,1,0,0,N
2023,2023-10-27 11:39,Intersection,137 Ave & 97 St NW,No Control,1,2,0,0,0,1,N
2023,2023-10-27 11:58,Intersection,Terwillegar Dr & 23 Ave SW,Stop Sign,0,2,0,1,0,0,N
2023,2023-10-27 13:49,Intersection,Gateway Blvd & 23 Ave NW,Yield Sign,0,1,0,0,2,0,N
2023,2023-10-28 10:28,Midblock,118 Ave NW between 82 St & 97 St,No Control,0,3,0,0,0,0,Y
2023,2023-10-28 17:40,Intersection,Whyte Ave & 99 St NW,Stop Sign,0,2,0,2,0,0,N
2023,2023-11-02 15:20,Intersection,34 Ave & 91 St NW,Traffic Signal,0,2,1,0,0,0,Y
2023,2023-11-04 17:45,Midblock,Calgary Trail NW between 51 Ave & 34 Ave,School Zone,1,3,0,1,0,0,N
2023,2023-11-05 04:37,Intersection,118 Ave & 82 St NW,Stop Sign,0,1,0,0,0,0,Y
2023,2023-11-05 17:26,Midblock,118 Ave NW between 82 St & 97 St,Pedestrian Crosswalk Signal,0,4,0,0,0,0,Y
2023,2023-11-06 15:29,Midblock,Fort Rd NW between 118 Ave & 137 Ave,No Control,0,4,0,0,0,0,Y
2023,2023-11-07 06:08,Intersection,Anthony Henday Dr & 66 St NW,Traffic Signal,0,2,0,0,0,0,Y
2023,2023-11-07 21:15,Intersection,118 Ave & 82 St NW,Traffic Signal,0,1,0,0,0,0,Y
2023,2023-11-07 22:32,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,2,0,0,0,0,Y
2023,2023-11-08 15:13,Intersection,Manning Dr & 137 Ave NW,No Control,0,2,1,0,1,0,N
2023,2023-11-08 21:39,Intersection,Kingsway Ave & 109 St NW,Stop Sign,2,4,0,1,0,0,N
2023,2023-11-09 12:52,Intersection,Manning Dr & 137 Ave NW,Traffic Signal,0,3,0,0,0,0,Y
2023,2023-11-09 15:29,Midblock,Stony Plain Rd NW between 149 St & 163 St,No Control,0,2,0,0,0,0,Y
2023,2023-11-09 16:03,Intersection,Terwillegar Dr & 23 Ave SW,Traffic Signal,0,2,1,0,0,0,Y
2023,2023-11-09 16:35,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,0,3,1,0,0,0,Y
2023,2023-11-09 22:59,Midblock,Fort Rd NW between 118 Ave & 137 Ave,School Zone,0,2,0,0,0,0,Y
2023,2023-11-10 16:45,Intersection,137 Ave & 97 St NW,No Control,0,1,0,0,0,0,Y
2023,2023-11-10 18:27,Intersection,Gateway Blvd & 23 Ave NW,Yield Sign,0,2,0,2,0,0,N
2023,2023-11-11 13:15,Midblock,170 St NW between Whitemud Dr & Jasper Ave,No Control,0,2,0,3,0,0,N
2023,2023-11-12 05:26,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,2,1,2,0,0,0,Y
2023,2023-11-12 17:08,Midblock,Anthony Henday Dr NW near 23 Ave,No Control,0,4,0,0,0,0,Y
2023,2023-11-15 12:03,Intersection,Calgary Trail & 51 Ave NW,Stop Sign,0,2,0,2,0,0,N
2023,2023-11-15 16:06,Midblock,Yellowhead Trail NW between 97 St & 82 St,School Zone,0,2,0,0,0,0,Y
